	x_1	x_2	y
5326	Jamie Collins is a steal for patriots	Patriots select Southern Miss OLB Jamie Collins with 52nd pick in 2nd round Cstodd89 Your thoughts	0
5327	Jamie Collins is a steal for patriots	The PATRIOTS select JAMIE COLLINS Linebacker with the 52nd pick	0
5328	Jamie Collins to the Pats OLB	Jamie Collins gon not applicable be a force on the pats D	1
5329	Jamie Collins to the Pats OLB	Jamie Collins is a big boy	0
5330	Jamie Collins to the Pats OLB	Jamie Collins looks like a player	0
5331	Jamie Collins to the Pats OLB	Jamie Collins outside linebacker is the pick	1
5332	Jamie Collins to the Pats OLB	Jamie Collins to the Patriots in the 2nd round patriots USMGoldenEagles usmalumni studentprintz	1
5333	Jamie Collins to the Pats OLB	Jamie Collins who the Patriots just drafted dunking	1
5334	Jamie Collins to the Pats OLB	With the 52 pick in the 2013 the pats pick jamie collins	1
5335	Jamie Collins to the Pats OLB	With their first pick of the draft Patriots pick LB Jamie Collins out of Southern Miss	1
5336	Jamie Collins to the Pats OLB	pick in the nfldraft Jamie Collins LB So	1
5337	Jamie Collins to the Pats OLB	shout out to jamie collins about to go play for the patriots	1
5338	I love the Jamie Collins selection	JAMIE COLLINS IS THE TRUTH THO	1
5339	I love the Jamie Collins selection	Jamie Collins is a sack machine I love it	1
5340	I love the Jamie Collins selection	Jamie Collins is the most explosive athlete in the draft	1
5341	I love the Jamie Collins selection	Jamie Collins is the pick as per MikeReiss	0
5342	I love the Jamie Collins selection	Patriots have their first pick at 52 and pick Jamie Collins	0
5343	I love the Jamie Collins selection	The Patriots select Jamie Collins Southern Miss with the 52nd pick	0
5344	I love the Jamie Collins selection	With the 52nd pick of the NFLDraft the Patriots select Jamie Collins	0
5345	I love the Jamie Collins selection	With their first pick of the draft patriots take OLB Jamie Collins	0
5346	I love the Jamie Collins selection	shout out to jamie collins about to go play for the patriots	1
5347	I love the Jamie Collins selection	who the hell is Jamie Collins	0
5348	Jamie Collins to the Patriots is a good pick	Congrats to Usm Jamie Collins drafted by the patriots	1
5349	Jamie Collins to the Patriots is a good pick	How the Patriots got Jamie Collins is beyond me	0
5350	Jamie Collins to the Patriots is a good pick	Jamie Collins is Patriots first pick of the	1
5351	Jamie Collins to the Patriots is a good pick	Jamie Collins is a sack machine I love it	0
5352	Jamie Collins to the Patriots is a good pick	Jamie Collins is the pick for Pats	1
5353	Jamie Collins to the Patriots is a good pick	Jamie Collins to the Patriots versatile player that can help pass rush	1
5354	Jamie Collins to the Patriots is a good pick	Jamie Collins welcome to the team	1
5355	Jamie Collins to the Patriots is a good pick	Jamie Collins who was just drafted by the patriots is a beast	1
5356	Jamie Collins to the Patriots is a good pick	O New England Patriots selecionou o LB Jamie Collins de Southern Miss	1
5357	Jamie Collins to the Patriots is a good pick	With the 52nd pick the Patriots have selected Jamie Collins LB Southern Miss	1
5358	The Patriots select LB Jamie Collins of Southern Miss	Congratulations to Southern Miss Jamie Collins drafted to the New England Patriots in the 2nd Round	1
5359	The Patriots select LB Jamie Collins of Southern Miss	Happy with Jamie Collins to the Patriots	1
5360	The Patriots select LB Jamie Collins of Southern Miss	I have NO clue who Jamie Collins is but the Patriots just drafted him	1
5361	The Patriots select LB Jamie Collins of Southern Miss	Jamie Collins Gone To The Patriots	1
5362	The Patriots select LB Jamie Collins of Southern Miss	Jamie Collins first pick for the Pats	1
5363	The Patriots select LB Jamie Collins of Southern Miss	Jamie Collins is a good coverage LB from Southern Mississippi	0
5364	The Patriots select LB Jamie Collins of Southern Miss	Pats draft Southern Mississippi LB Jamie Collins in second round	1
5365	The Patriots select LB Jamie Collins of Southern Miss	The Patriots choose Jamie Collins OLB Southern Miss	1
5366	The Patriots select LB Jamie Collins of Southern Miss	Welcome to the Patriots Jamie Collins and Aaron Dobson	1
5367	The Patriots select LB Jamie Collins of Southern Miss	With the 52nd overall pick in the NFL draft the New England Patriots have selected Jamie Collins	1
5368	dammit Jamison hold on to that	He has Jamison guarding that big whiteboy	0
5369	dammit Jamison hold on to that	If you gon not applicable foul him foul his ass hard Jamison	0
5370	dammit Jamison hold on to that	Jamison be pissin me off	0
5371	dammit Jamison hold on to that	Jamison checks in for Dwight	0
5372	dammit Jamison hold on to that	Jamison needs to leave and never come back	0
5373	dammit Jamison hold on to that	Nash Gasol Howard Kobe Blake Hill Jamison MWP	0
5374	dammit Jamison hold on to that	Props to Antawn Jamison for playing through that wrist injury	0
5375	dammit Jamison hold on to that	Take Jamison out and put in Jordan Hill	0
5376	dammit Jamison hold on to that	does Jamison know how to rebound	1
5377	dammit Jamison hold on to that	jamison must be the difference tonight	0
5378	Kudos to Jason Collins for speaking out and taking the leap	Huge props to Jason Collins for coming out	1
5379	Kudos to Jason Collins for speaking out and taking the leap	Jason Collins admits to being gay	0
5380	Kudos to Jason Collins for speaking out and taking the leap	Jason Collins been in the league since 2001	0
5381	Kudos to Jason Collins for speaking out and taking the leap	Jason Collins coming out wont mean much	0
5382	Kudos to Jason Collins for speaking out and taking the leap	Jason Collins reveals to Sports Illustrated that he is gay	0
5383	Kudos to Jason Collins for speaking out and taking the leap	Just read an article about Jason Collins coming out	0
5384	Kudos to Jason Collins for speaking out and taking the leap	Ppl forget Jason Collins was on a video game cover	0
5385	Kudos to Jason Collins for speaking out and taking the leap	SportsCenter talks more about Jason Collins coming out than they do about the Stanely Cup Playoffs	0
5386	Kudos to Jason Collins for speaking out and taking the leap	Why everybody happy bout Jason Collins bein gay	0
5387	Kudos to Jason Collins for speaking out and taking the leap	maybe Jason Collins will help him out	0
5388	Jason Terry just gave god the glory for the win	Boston wont have shit until that bastard Jason Terry comes off the floor	0
5389	Jason Terry just gave god the glory for the win	I respect Jason Terry so I'm glad he snapped for boston	0
5390	Jason Terry just gave god the glory for the win	I want to punch Jason Terry in the face	0
5391	Jason Terry just gave god the glory for the win	Jason Terry needs to get kicked out this game period	0
5392	Jason Terry just gave god the glory for the win	Jason Terry takes it on the chin	0
5393	Jason Terry just gave god the glory for the win	Jason Terry with the shot clock cheese	0
5394	Jason Terry just gave god the glory for the win	Jason terry is the biggest pussy in the league	0
5395	Jason Terry just gave god the glory for the win	Jason terry need to be suspended next for that shit	0
5396	Jason Terry just gave god the glory for the win	Make fun of Jason Terry all you want but he gets it	0
5397	Jason Terry just gave god the glory for the win	Thats the best game Jason Terry has had all season	1
5398	Just saw Boguts dunk on Javale McGee	Andrew Bogut's filthy poster on Javale McGee	0
5399	Just saw Boguts dunk on Javale McGee	JaVale McGee and Kenneth Faried just got dunked on by Andrew Bogut	1
5400	Just saw Boguts dunk on Javale McGee	Javale McGee got dunk on by Andrew bogut	1
5401	Just saw Boguts dunk on Javale McGee	Javale McGee have the IQ of a plum	0
5402	Just saw Boguts dunk on Javale McGee	Javale McGee represents pretty much everything I hate in a basketball player	0
5403	Just saw Boguts dunk on Javale McGee	Javale mcgee LMFAOO how that happen	0
5404	Just saw Boguts dunk on Javale McGee	Javale mcgee is the star on shaqtin a fool laughing out loud	0
5405	Just saw Boguts dunk on Javale McGee	Lmfaooooo Javale McGee tuning in his inner Dr	0
5406	Just saw Boguts dunk on Javale McGee	Nigga javale mcgee got shiited on	0
5407	Just saw Boguts dunk on Javale McGee	ROTFLMFAO Javale McGee finally got dunked on	0
5408	Jeff Green is really tryin to win	Can the lakers get Jeff green	0
5409	Jeff Green is really tryin to win	Jeff Green had Jason Kidd guarding him	0
5410	Jeff Green is really tryin to win	Jeff Green is the most Improved player to me	0
5411	Jeff Green is really tryin to win	Pierce KG and Jeff Green LETS GET THIS WIN TODAY	0
5412	Jeff Green is really tryin to win	That boy Jeff Green goin in	1
5413	Jeff Green is really tryin to win	Why did Jeff Green back off	0
5414	Jeff Green is really tryin to win	Yooo Jeff Green Carmelo Anthony Is Really Going It	1
5415	Jeff Green is really tryin to win	this is the jeff green i like to see the one that attacks the rim	1
5416	Jeff Green is really tryin to win	trade Rondo or Jeff Green retire KG and PP	0
5417	Jeff Green is really tryin to win	what the hell was that jeff green	0
5418	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	I fuckin hate Jeremy Lin inconsistent ass	0
5419	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	If only Jeremy Lin wasnt so fucking sorry	0
5420	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	It is almost impossible to find a same person that doesnt like Jeremy Lin	0
5421	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	Jeremy Lin is a very inconsistent shooter	1
5422	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	Jeremy Lin is always getting hurt in the head laughing out loud	0
5423	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	Jeremy Lin is honestly a horrible NBA point guard	0
5424	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	Omfg why is Jeremy Lin such a fucking idiot	0
5425	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	Personally i think patrick beverly is better than jeremy lin	0
5426	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	Smh at Jeremy Lin talkin bout a dude fallin off	0
5427	Hmmmmmmmmmmm Jeremy Lin out again in the playoffs	mhmm jeremy lin got cash though	0
5428	Jerry Jones is outsmarting the guys he is drafting	All I can to Jerry jones and the cowboys	0
5429	Jerry Jones is outsmarting the guys he is drafting	I hate when ppl complain about Jerry Jones	0
5430	Jerry Jones is outsmarting the guys he is drafting	It's nights like tonight that I really wish Jerry Jones had a twitter	0
5431	Jerry Jones is outsmarting the guys he is drafting	Jerry Jones just became worst than Al Davis today	0
5432	Jerry Jones is outsmarting the guys he is drafting	Jerry Jones makes me feel ashamed to be one	0
5433	Jerry Jones is outsmarting the guys he is drafting	Jerry Jones once again making his Cowboys the CENTER of attention	0
5434	Jerry Jones is outsmarting the guys he is drafting	Jerry Jones really needs to hire a GM	0
5435	Jerry Jones is outsmarting the guys he is drafting	Leave it to Jerry Jones to get a center from Wisconsin as the first pick	0
5436	Jerry Jones is outsmarting the guys he is drafting	Yall got ta get Jerry Jones outta dere	0
5437	Jerry Jones is outsmarting the guys he is drafting	and jerry Jones stupid ass pick	0
5438	DT Jesse Williams goes to the Seahawks	Check out the way Jesse Williams has dropped	0
5439	DT Jesse Williams goes to the Seahawks	How does Jesse Williams fall to the fifth round	0
5440	DT Jesse Williams goes to the Seahawks	I think drafting Jesse Williams would be a mistake for the Colts	0
5441	DT Jesse Williams goes to the Seahawks	Jesse Williams I love that pick	0
5442	DT Jesse Williams goes to the Seahawks	Jesse Williams is in the NFL	1
5443	DT Jesse Williams goes to the Seahawks	Jesse Williams is the hawtest fictional doctor	0
5444	DT Jesse Williams goes to the Seahawks	Jesse Williams to the Seahawks another steal	1
5445	DT Jesse Williams goes to the Seahawks	Jesse Williams would have added depth	0
5446	DT Jesse Williams goes to the Seahawks	any way you see the Texans finally Jesse Williams in the 5th round	0
5447	DT Jesse Williams goes to the Seahawks	bounce back after the Simon pick with NTDT Jesse Williams	0
5448	Unfortunately he's going to the Jets though	I had a feeling the jets would be inclined to do this	0
5449	Unfortunately he's going to the Jets though	I'm fine with the Jets going with BPA on their board	0
5450	Unfortunately he's going to the Jets though	I'm not mad at what the rams and jets did in the draft	0
5451	Unfortunately he's going to the Jets though	Jets We cant fn breathe	0
5452	Unfortunately he's going to the Jets though	Maybe the Jets should ask him to coach	0
5453	Unfortunately he's going to the Jets though	So how about the Jets draft picks last night	0
5454	Unfortunately he's going to the Jets though	The Jets have by far the worst offensive depth chart in the NFL	0
5455	Unfortunately he's going to the Jets though	The Jets need to draft everyone	0
5456	Unfortunately he's going to the Jets though	instead of constantly talking about what the jets did wrong and who to trade	0
5457	Unfortunately he's going to the Jets though	sure he did not from the jets	0
5458	Jim Miller vs Pat Healy kicks off the main card	Jim Miller came out to Bad Moon Rising	0
5459	Jim Miller vs Pat Healy kicks off the main card	Jim Miller vs Pat Healy lets go Pat	1
5460	Jim Miller vs Pat Healy kicks off the main card	Join me in welcoming Pat Healy to the UFC via submission over Jim Miller	1
5461	Jim Miller vs Pat Healy kicks off the main card	oh my god Jim miller what the fuck	0
5462	Jim Miller vs Pat Healy kicks off the main card	One of those Jim Miller's had a really good round	0
5463	Jim Miller vs Pat Healy kicks off the main card	Pat Healy Just made Jim Miller Pass Out By RNC Third Round	0
5464	Jim Miller vs Pat Healy kicks off the main card	Pat Healy tapped Jim Miller out in a brutal bloody swollen eyes affair	0
5465	Jim Miller vs Pat Healy kicks off the main card	Patt Healy and Jim Miller first to bat	1
5466	Jim Miller vs Pat Healy kicks off the main card	Wakes up the crowd then puts Jim Miller to sleep in the third	0
5467	Jim Miller vs Pat Healy kicks off the main card	i love everything about jim miller	0
5468	Awkward hug award goes to Joan	And there are tears in Joan's eyes	0
5469	Awkward hug award goes to Joan	Joan's attempt at a hug just now made me so uncomfortable	1
5470	Awkward hug award goes to Joan	Joan's dress makes my whole body smile	0
5471	Awkward hug award goes to Joan	OfficialJoan is doing brilliantly	0
5472	Awkward hug award goes to Joan	The look on their faces just seeing Joan give a hug	1
5473	Awkward hug award goes to Joan	Trying to prostitute Joan off for Jaguar	0
5474	Awkward hug award goes to Joan	What the hell is Joan Rivers wearing	0
5475	Awkward hug award goes to Joan	World's most awkward hug Joan	1
5476	Awkward hug award goes to Joan	and Joan being a magnificent bitch	0
5477	Awkward hug award goes to Joan	I'm vicariously awkward after that joan sidehug	1
5478	how awkward was that hug with Joan	Aww look at Joan Rivers on tonight's Celebrity Apprentice	0
5479	how awkward was that hug with Joan	Hahahaha that hug from Joan was the most awkward Ive ever seen	1
5480	how awkward was that hug with Joan	I want RogerJoan now	0
5481	how awkward was that hug with Joan	Joan going in to hug damn	0
5482	how awkward was that hug with Joan	Joan's awkward hug is one for the books	1
5483	how awkward was that hug with Joan	Joan sure can give a hell of an awkward hug	1
5484	how awkward was that hug with Joan	Joan trying to hug Dawn oh my god	1
5485	how awkward was that hug with Joan	That hug from Joan to Dawn was the epitome of awkward	1
5486	how awkward was that hug with Joan	i loved JoanRivers GeorgeKotsi on IronMan3 movie	0
5487	how awkward was that hug with Joan	the DawnJoan hug with Don's puzzled look	1
5488	Joan's hug made the episode	Aww look at Joan Rivers on tonight's Celebrity Apprentice	0
5489	Joan's hug made the episode	Despite awkward hug that was a FABULOUS outfit for Joan	1
5490	Joan's hug made the episode	I love Joan's glasses	0
5491	Joan's hug made the episode	Joan Crawford Doug Fairbanks Jr	0
5492	Joan's hug made the episode	Joan looks foxyashell in glasses	0
5493	Joan's hug made the episode	That Joan Rivers is one plastic looking lady wow	0
5494	Joan's hug made the episode	That hug from Joan to Dawn was the epitome of awkward	1
5495	Joan's hug made the episode	The awkward white lady Joan hug was so perfect	1
5496	Joan's hug made the episode	Whenever I talk to Joan	0
5497	Joan's hug made the episode	oh I know damn well yeen tryna Joan	0
5498	no joaning is necessary	Dawn doesnt want to be hugged by Joan	0
5499	no joaning is necessary	Ick why wont Joan Rivers ditch the fur	0
5500	no joaning is necessary	Joan Dawn that was awkward	0
5501	no joaning is necessary	Joan Rivers is a big pile of plastic shit	0
5502	no joaning is necessary	Joan is in ivanka's seat	0
5503	no joaning is necessary	Joan is my absolute obsession	0
5504	no joaning is necessary	Joan's awkward hug was awkward	0
5505	no joaning is necessary	Kinsey would be kinda proud of Joan	0
5506	no joaning is necessary	Let's not forget Joan's overwhelming warmth	0
5507	no joaning is necessary	oh my god JOAN WATSON IS SO GREAT	0
5508	World's most awkward hug Joan	I actually really enjoyed the Joan athome scenes	0
5509	World's most awkward hug Joan	I spend my life waiting for the Joan and Melissa premiere	0
5510	World's most awkward hug Joan	I want to a picture of Joan Rivers sitting on my lap	0
5511	World's most awkward hug Joan	Joan best worst hug of all time	1
5512	World's most awkward hug Joan	Joan gives the best hugs	0
5513	World's most awkward hug Joan	Joan going in to hug damn	1
5514	World's most awkward hug Joan	Joan please come to Pittsburgh	0
5515	World's most awkward hug Joan	NEH Joan you dont know how to swim	0
5516	World's most awkward hug Joan	oh my god what an awkward hug Joan gave Dawn	1
5517	World's most awkward hug Joan	no joaning is necessary	0
5518	I freaking LOVE Joan Rivers	I cannot stand Joan Rivers	0
5519	I freaking LOVE Joan Rivers	Joan Holloway in all her MadMen glory	0
5520	I freaking LOVE Joan Rivers	Joan better wear those glasses AND that dress	0
5521	I freaking LOVE Joan Rivers	Joan's heartfelt hug of Dawn brought a tear to my eye	0
5522	I freaking LOVE Joan Rivers	oh my god JOAN WATSON IS SO GREAT	0
5523	I freaking LOVE Joan Rivers	That hug is the most awkward thing Joan has ever done	0
5524	I freaking LOVE Joan Rivers	Whoever the new Joan account is	0
5525	I freaking LOVE Joan Rivers	and Joan being a magnificent bitch	0
5526	I freaking LOVE Joan Rivers	gif of that awkward Joan hug	0
5527	I freaking LOVE Joan Rivers	hey JoanRivers can u retweet me	0
5528	I want RogerJoan now	Awkward hug between Joan and Don's assistant	0
5529	I want RogerJoan now	Despite awkward hug that was a FABULOUS outfit for Joan	0
5530	I want RogerJoan now	Every businessman wants a secretary like Joan	0
5531	I want RogerJoan now	Joan crying is making me cry	0
5532	I want RogerJoan now	Joan probably thinks Gary is nuts too	0
5533	I want RogerJoan now	JoanRivers is wearing the most stunning necklaces tonight on celebrityapprentice	0
5534	I want RogerJoan now	Look at JOANS DRESS	0
5535	I want RogerJoan now	What a halfassed hug Joan	0
5536	I want RogerJoan now	What do you make of that then Joan	0
5537	I want RogerJoan now	says JoanRivers is a gem	0
5538	Awkward side hug by Joan	Dont you shush Joan you jackass	0
5539	Awkward side hug by Joan	Guess Joan isnt much of a hugger	1
5540	Awkward side hug by Joan	His sharp elbow ass cant joan	0
5541	Awkward side hug by Joan	I agree with Joan scary to admit it	0
5542	Awkward side hug by Joan	Joan Rivers is gross looking	0
5543	Awkward side hug by Joan	Joan's racist ass going in for that awkward white guilt hug too	1
5544	Awkward side hug by Joan	laughing out loud at the Awkward Joan Titty Side Hug	1
5545	Awkward side hug by Joan	Why are you trying to Joan on him	0
5546	Awkward side hug by Joan	and Joan being a magnificent bitch	0
5547	Awkward side hug by Joan	is joan rivers face crooked	0
5548	Joan Rivers is gross looking	And there are tears in Joan's eyes	0
5549	Joan Rivers is gross looking	I LOVE JOAN BOSS LADY RIVERS	0
5550	Joan Rivers is gross looking	I absolutely love JoanRivers	0
5551	Joan Rivers is gross looking	I liked the awkward hug by Joan	0
5552	Joan Rivers is gross looking	Jamal wants yall to joan him	0
5553	Joan Rivers is gross looking	Joan quit and you let her comeback	0
5554	Joan Rivers is gross looking	Joan's awkward hug is one for the books	0
5555	Joan Rivers is gross looking	Look at JOANS DRESS	0
5556	Joan Rivers is gross looking	So Yall Can Stop Tryna Joan And's ht	0
5557	Joan Rivers is gross looking	Was that hug awkward because Joan is awkward or because of the extreme cushioning	0
5558	The Joan hug was priceless	Did you see JoanRivers walking from the car	0
5559	The Joan hug was priceless	Dont you shush Joan you jackass	0
5560	The Joan hug was priceless	I think I acually saw a FROWN on Joan River's face	0
5561	The Joan hug was priceless	Is Joan Christina Hendricks character	0
5562	The Joan hug was priceless	Joan Rivers horrid and selfish	0
5563	The Joan hug was priceless	Joan Rivers looks just awful on Celeb Apprentice	0
5564	The Joan hug was priceless	Joan just gave Dawn the most awkward hug since Voldemort hugging Draco in DH2	1
5565	The Joan hug was priceless	Joan putting on glasses to see Paul Newman	0
5566	The Joan hug was priceless	That hug between Joan and Dawn was beyond awkward	1
5567	The Joan hug was priceless	Whenever I talk to Joan	0
5568	Joe Andruzzi with the moment of the night	Awesome moment for Joe Andruzzi right now	1
5569	Joe Andruzzi with the moment of the night	Beautiful moment with Joe Andruzzi just now	1
5570	Joe Andruzzi with the moment of the night	Emotional moment here at the draft with Joe Andruzzi giving a speech	1
5571	Joe Andruzzi with the moment of the night	Joe Andruzzi is a class act and a hero	0
5572	Joe Andruzzi with the moment of the night	Joe Andruzzi is a the fuckin man and a real american	0
5573	Joe Andruzzi with the moment of the night	Joe Andruzzi is breaking my heart right now	0
5574	Joe Andruzzi with the moment of the night	Joe Andruzzi's making me all weepy	0
5575	Joe Andruzzi with the moment of the night	Joe Andruzzi talking at the draft	0
5576	Joe Andruzzi with the moment of the night	Joe Andruzzi you are a hero from Boston BostonStrong	0
5577	Joe Andruzzi with the moment of the night	The emotion of Joe Andruzzi at the NFLDraft right now	0
5578	I got Joe Johnson for the game winner or D	An Joe Johnson got on the low 11s	0
5579	I got Joe Johnson for the game winner or D	And then Joe Johnson hits a floater at the buzzer to send it to off topic	0
5580	I got Joe Johnson for the game winner or D	Joe Johnson has been nonexistent in this series	0
5581	I got Joe Johnson for the game winner or D	So where joe johnson was all this time	0
5582	I got Joe Johnson for the game winner or D	That's why Joe Johnson shouldve had the ball	0
5583	I got Joe Johnson for the game winner or D	The ball going to DWill or Joe Johnson	1
5584	I got Joe Johnson for the game winner or D	They should of given the ball to Joe Johnson	0
5585	I got Joe Johnson for the game winner or D	Where the fuck did joe johnson come from	0
5586	I got Joe Johnson for the game winner or D	Why is Joe Johnson not showing up	0
5587	I got Joe Johnson for the game winner or D	i prefer joe johnson to take the last shot then dwill	1
5588	Is Joey Crawford the only ref at this OKCvsHOU game	And the Joey Crawford show's underway	1
5589	Is Joey Crawford the only ref at this OKCvsHOU game	Got the Joey Crawford Show instead	1
5590	Is Joey Crawford the only ref at this OKCvsHOU game	How did Joey Crawford get to ref a playoff game	0
5591	Is Joey Crawford the only ref at this OKCvsHOU game	JOEY CRAWFORD CALLS A TECH ON HOUSTON	0
5592	Is Joey Crawford the only ref at this OKCvsHOU game	Joey Crawford already starting his BS	0
5593	Is Joey Crawford the only ref at this OKCvsHOU game	Joey Crawford is such a buzzkill	0
5594	Is Joey Crawford the only ref at this OKCvsHOU game	Joey Crawford is the worst ref of alltime	0
5595	Is Joey Crawford the only ref at this OKCvsHOU game	Joey Crawford using his whistle a bit too much	0
5596	Is Joey Crawford the only ref at this OKCvsHOU game	So basically Joey Crawford replaced Russell Westbrook in the starting lineup	0
5597	Is Joey Crawford the only ref at this OKCvsHOU game	The ref Joey Crawford is fucking this game up	0
5598	Congrats to jon jones for winning	Here's that toe Jon Jones is a bad man	0
5599	Congrats to jon jones for winning	I think Fedor would kill Jon Jones	0
5600	Congrats to jon jones for winning	Jon Jones bloodied Chael Sonnen with a series of strikes to the face	0
5601	Congrats to jon jones for winning	Jon Jones is phenomenal no doubt	0
5602	Congrats to jon jones for winning	Jon Jones needs to hurry his ass to that cage	0
5603	Congrats to jon jones for winning	Jon Jones still the undisputed light heavyweight champ	1
5604	Congrats to jon jones for winning	Let's go Jon jones ll break his face	0
5605	Congrats to jon jones for winning	laughing out loud HD GIF of Jon Jones toe breaking	0
5606	Congrats to jon jones for winning	Sonnen played country Trace Adkins and Jon Jones played Bob Marley	0
5607	Congrats to jon jones for winning	chael sonnen didnt hurt Jon jones	0
5608	I love the YgritteJon Snow relationship	A Jon Snow and Captain Hook getglue sticker in one day	0
5609	I love the YgritteJon Snow relationship	GOOD FOR JON SNOW FINALLY GETTING LAID	0
5610	I love the YgritteJon Snow relationship	Jon Snow just became a real boy	0
5611	I love the YgritteJon Snow relationship	Jon Snow knows a little something now	0
5612	I love the YgritteJon Snow relationship	Jon Snow on the other hand	0
5613	I love the YgritteJon Snow relationship	Well damn I like Jon Snow even more now	0
5614	I love the YgritteJon Snow relationship	Well maybe Jon Snow knows something	0
5615	I love the YgritteJon Snow relationship	Where did Jon Snow learn that move	0
5616	I love the YgritteJon Snow relationship	Why cant we get a full view of Jon Snow too	0
5617	I love the YgritteJon Snow relationship	but I wanted to take Jon Snow's virginity	0
5618	Jordan Hill is barely coming in	Andrew Goudelock in the game Jordan Hill too	0
5619	Jordan Hill is barely coming in	Glad to see Jordan Hill back	0
5620	Jordan Hill is barely coming in	If Jordan Hill was in the game earlier the Lakers would still be losing	1
5621	Jordan Hill is barely coming in	Jordan Hill is a true ratchet	0
5622	Jordan Hill is barely coming in	Jordan Hill looks like he rides a barbie bike to the corner store	0
5623	Jordan Hill is barely coming in	My guy Jordan Hill is back	0
5624	Jordan Hill is barely coming in	That's crazy Jordan Hill hasnt played in 35 games	0
5625	Jordan Hill is barely coming in	Why did we wait this long to bring Jordan Hill in	0
5626	Jordan Hill is barely coming in	Why does Jordan Hill have pigtails	0
5627	Jordan Hill is barely coming in	the basketball genius just inserted Jordan Hill for the first time	0
5628	Welcome Jordan reed to the Redskins	85 overall pick the Redskins select Jordan Reed from Florida	1
5629	Welcome Jordan reed to the Redskins	Florida TE Jordan Reed to Washington	1
5630	Welcome Jordan reed to the Redskins	Florida boy Jordan Reed playing in the Washington offense	1
5631	Welcome Jordan reed to the Redskins	Hate that the Skins drafted a Gator but Jordan Reed is a baller	0
5632	Welcome Jordan reed to the Redskins	I didnt know Jordan Reed got drafted	0
5633	Welcome Jordan reed to the Redskins	Jordan Reed better have the ability to fucking fly nigga	0
5634	Welcome Jordan reed to the Redskins	Jordan Reed is gon not applicable be a NICE target for RG3	0
5635	Welcome Jordan reed to the Redskins	Redskins take Jordan Reed TE Florida	1
5636	Welcome Jordan reed to the Redskins	SO to Jordan Reed one time	0
5637	Welcome Jordan reed to the Redskins	With the 85th pick in the 2013 NFLDraft The Washington Redskins select Jordan Reed	1
5638	Josh smith hit a 3 in the playoffs	Everytime Josh Smith gets ready to shoot a 3	0
5639	Josh smith hit a 3 in the playoffs	Josh Smith is the best player in Phillips Arena	0
5640	Josh smith hit a 3 in the playoffs	Josh Smith played an outstanding game	0
5641	Josh smith hit a 3 in the playoffs	Josh Smith qui rentre un 3pts	0
5642	Josh smith hit a 3 in the playoffs	Josh Smith's max contract is in the paint	0
5643	Josh smith hit a 3 in the playoffs	Lance got run over haha and then when he touches THE josh smith	0
5644	Josh smith hit a 3 in the playoffs	Pacers need to just keep fouling josh smith	0
5645	Josh smith hit a 3 in the playoffs	Why does Josh Smith stand a foot off the foul line	0
5646	Josh smith hit a 3 in the playoffs	this is the josh smith I love to see	0
5647	Josh smith hit a 3 in the playoffs	what if josh smith sigb to miami instead of bosh	0
5648	Manti bout to be the next Junior Seau	Are the Chargers looking for the next Junior Seau with Manti	1
5649	Manti bout to be the next Junior Seau	Crazy for Mel to compare manti to Junior Seau	1
5650	Manti bout to be the next Junior Seau	I'm mad that Manti Teo got drafted to the Chargers and Junior Seau is trending	0
5651	Manti bout to be the next Junior Seau	Lets hope he's the next Junior Seau	1
5652	Manti bout to be the next Junior Seau	Manti teo nxt junior seau for the chargers	1
5653	Manti bout to be the next Junior Seau	Teo is the little new Junior Seau	1
5654	Manti bout to be the next Junior Seau	The Chargers picked up Manti Teo Please do Junior Seau some justice uso	1
5655	Manti bout to be the next Junior Seau	There's a Junior Seau ghost Manti Teo's girlfriend joke in there somewhere	0
5656	Manti bout to be the next Junior Seau	They just compared Manyi Teo to Junior Seau	1
5657	Manti bout to be the next Junior Seau	waiting for first Manti Tao comparison to Junior Seau	1
5658	Can Teo be the next Junior Seau	Could Manti Teo be the 2nd coming of Junior Seau	1
5659	Can Teo be the next Junior Seau	Did Manti Teo imagine then kill Junior Seau	0
5660	Can Teo be the next Junior Seau	Dont you dare compare Manti Teo to Junior Seau	1
5661	Can Teo be the next Junior Seau	Get prepared for all the Manti Teo Junior Seau comparisons	1
5662	Can Teo be the next Junior Seau	I think the chargers believe they took junior seau's son	1
5663	Can Teo be the next Junior Seau	Manti Teo has big shoes to fill Junior Seau left a Legacy in the Bolts colours	1
5664	Can Teo be the next Junior Seau	Manti Teo is the reincarnation of Junior Seau	1
5665	Can Teo be the next Junior Seau	Playing in the shadows of Junior Seau	1
5666	Can Teo be the next Junior Seau	Reminds me of Junior Seau with the Chargers	0
5667	Can Teo be the next Junior Seau	They want him to be the new Junior Seau	1
5668	Could he be the next Junior Seau	Chargers think this nigga the next Junior Seau	1
